SEASON_ID,PLAYER_ID,TEAM_ID ,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3
19,132,15,51,15.6,7.3,2.6,7.4,35.9,1.3,4,31.2,0.8,1,78,0.1,3,3.1,0.7,0.4,0.2,0.4,1.5,13.3,1,0
19,133,12,74,24.8,14.1,5.6,9.5,59,0.1,0.2,52.9,2.8,3.9,71.5,2.5,6.8,9.3,2.9,2.2,0.6,0.4,3.2,30.6,30,0
19,134,27,3,4.3,2,1,2,50,0,0,0,0,0.7,0,0.7,0.3,1,0.3,1,0,0.3,2,3.7,0,0
19,135,29,77,33.7,23.8,8.6,19.9,43.2,2.4,6.7,36.2,4.1,5.1,80.6,0.8,3.3,4.1,4.2,2.8,1.4,0.4,2.7,37.5,1,0
19,136,17,27,15.2,4.9,1.9,4.6,40.3,0.8,3.1,26.5,0.3,0.4,75,0.6,1.8,2.4,1.1,0.7,0.5,0.2,1.4,10.9,0,0
19,137,21,3,0.8,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,138,7,81,24.5,7.5,2.8,6.5,43.2,1,3.1,31.1,0.9,1.3,70.9,1.7,3.1,4.8,1.2,0.9,0.9,0.4,2.3,18,3,0
19,139,12,77,17.4,7.3,2.7,5.5,49.1,1.1,2.7,40.8,0.9,1,83.5,0.2,1.2,1.4,0.9,0.5,0.2,0.1,1.4,10.8,0,0
19,140,24,46,18,5,1.9,4.3,44.7,0.5,2.2,21.8,0.7,1.2,59.3,0.7,3.2,4,1.2,0.8,0.4,0.5,2,13.4,5,0
19,141,10,66,31.3,7.4,2.8,6.4,44.5,0.7,2.5,28.5,1,1.4,69.2,0.9,6.4,7.3,6.9,2.6,1.4,1.1,3,31.4,8,0
19,142,27,23,4.9,1.8,0.7,1.1,57.7,0,0,0,0.5,0.6,84.6,0.3,1.2,1.5,0.3,0.3,0.1,0.2,0.5,4.6,0,0
19,143,16,15,10.7,3.3,1.2,3.1,39.1,0.7,2.3,28.6,0.3,0.4,66.7,0.1,1.1,1.3,0.3,0.3,0.3,0,0.7,6.1,0,0
19,144,15,2,13,4,1.5,6,25,0,2.5,0,1,1,100,0,0.5,0.5,2.5,0.5,0.5,0,0.5,9.4,0,0
19,145,4,43,17.6,7.3,2.8,6,47.5,0.9,2,43.7,0.8,1.1,73.9,0.2,1.9,2.1,1.1,0.4,0.3,0.1,1.7,12.2,0,0
19,146,30,9,25.5,12.8,4.8,7.7,62.3,0,0,0,3.2,5.3,60.4,2.7,6.6,9.2,0.4,1.8,0.8,0.4,3.8,26.4,3,0
19,147,7,77,21.6,10.6,3.8,6.3,59.7,0.5,1.6,30.7,2.5,3.3,77.2,1.8,3.5,5.3,1.5,0.9,0.6,0.6,2.6,22,6,0
19,148,16,72,26.2,15,5.8,13.3,43.3,1.2,3.6,33,2.3,3.2,70.8,1,3,4,4.2,2.3,0.8,0.5,1.6,27.8,4,1
19,149,3,9,4.4,2.1,1,2.4,40.9,0.1,1.1,10,0,0.2,0,0.1,0.4,0.6,0.2,0.4,0.2,0,0.1,3.3,0,0
19,150,3,53,27.6,11.9,4.8,10,48.1,1.4,3.3,43.2,0.8,1.1,76.3,0.7,1.7,2.4,1.9,1.1,0.8,0.2,2.1,19.3,0,0
19,151,12,81,17.9,5.8,2.3,3.7,61.6,0,0,0,1.2,2,61.7,2.7,5.9,8.6,0.8,0.8,0.4,0.4,2.8,19,6,0
19,152,29,23,9.1,2.9,1,2.8,34.4,0.3,1.2,25.9,0.7,1,62.5,0.4,0.7,1,0.4,0.4,0.5,0.2,1.1,6.6,0,0
19,153,19,51,6.3,2.3,1,1.4,69.4,0,0,0,0.4,0.6,63.3,0.5,1.2,1.8,0.5,0.3,0.2,0.6,0.7,7.4,1,0
19,154,24,42,29.8,10.6,4.3,9.8,43.4,0.8,2.5,31.4,1.3,1.8,74.3,1.2,4.1,5.2,7.6,2.7,1,0.4,1.9,30,10,6
19,155,16,53,18.1,5.7,2.2,5.5,39.3,0.7,2.5,29.5,0.7,0.9,78.7,0.2,1.6,1.8,2.4,1.3,0.6,0.1,2.1,12.5,0,0
19,156,20,3,7.6,3.3,1.3,2.3,57.1,0,0,0,0.7,1.3,50,1,1.3,2.3,0.7,0.7,1,0,1.3,9.5,0,0
19,157,25,59,27.2,14.8,5.6,12.5,44.6,1.2,3.6,32.9,2.4,3.2,77.4,0.6,2.8,3.3,3.9,2.4,0.7,0.3,1.7,25.4,1,0
19,158,17,67,24.5,13.7,5.6,10.2,54.9,0.1,0.5,29.4,2.3,2.9,78.7,3.8,6,9.8,1.7,1.8,0.5,0.4,2.5,28.9,32,0
19,159,11,78,29.1,15.9,6,12.4,48.4,1.6,4.8,32.9,2.3,3,75,1.1,3.6,4.6,5.5,2.1,1.5,0.4,2,33.2,8,1
19,160,28,68,31.7,16.2,5.6,13.8,40.9,3.2,8.8,36,1.8,2.2,78.3,0.3,1.9,2.2,1.9,1.3,0.6,0.4,2.1,23.4,0,0
19,161,17,5,8.6,1.4,0.6,1.4,42.9,0.2,0.2,100,0,0,0,0.8,3.2,4,0.8,1,0.2,0.2,1.8,7.6,0,0
19,162,19,67,18.4,6.8,2.5,5.7,43.8,0.9,2.4,36.3,0.9,1.1,82.4,1.4,3.1,4.5,0.8,0.7,0.5,0.3,2.6,14.9,3,0
19,163,22,81,31.5,15.1,5.8,13.2,43.8,1.9,5.6,34,1.7,2.1,80.6,0.5,2.7,3.2,3.6,1.9,0.9,0.1,2.8,25.6,1,0
19,164,25,73,22,6.8,2.8,6.1,46,0.2,0.7,21.2,1,1.5,70.8,0.5,4,4.5,3.9,1.6,0.5,0.2,1.5,18.5,3,2
19,165,19,61,19.2,8.1,3.2,7.3,43.4,0.9,2.8,31.4,0.9,1.2,74,0.4,1.8,2.2,1.1,0.8,0.4,0,1.5,13,0,0
19,166,4,47,16.1,8.6,2.9,6.3,46.3,1.1,3,36,1.7,2.3,73.8,0.8,2.6,3.5,1.3,0.9,0.3,0.3,1.4,15.4,2,0
19,167,26,38,11.5,5.1,1.9,4.4,42,0.4,1.7,21.9,1,1.5,68.4,0.2,1,1.1,2.2,0.9,0.4,0.1,0.9,10.4,0,0
19,168,20,43,21,5.7,2.2,6.6,33.7,0.8,2.7,28.7,0.5,0.7,76.7,0.3,1.7,2,2.8,1.3,0.7,0.3,2.4,14.1,0,0
19,169,28,64,27.5,11,3.8,9.4,41,1.8,4.6,37.8,1.5,1.8,84.3,0.3,2.3,2.6,4.8,1.3,0.9,0.3,1.7,23.6,1,0
19,170,23,48,14.2,5.8,2,5.1,40,1,3,32.6,0.8,0.9,81.8,0.3,1.9,2.2,1.1,0.5,0.6,0,1.3,11.5,0,0
19,171,13,75,27.2,7.8,2.8,6.6,42.2,1.2,3.5,34.1,1.1,1.4,74.8,0.4,2.5,2.9,1.4,0.9,1,0.4,2.7,16.7,0,0
19,172,11,51,12.6,2.9,1,3,33.1,0.8,2.7,29.7,0.1,0.1,100,0.5,1.8,2.3,0.4,0.1,0.4,0.5,0.9,8.7,0,0
19,173,8,57,28.8,12.9,4.7,11.2,42.4,1.4,4.2,33.9,2,2.5,79.9,0.7,2.1,2.8,2.2,1.2,1,0.3,2,22.3,0,0
19,174,30,3,5.3,3.7,1.7,2.7,62.5,0.3,0.7,50,0,0,0,0.3,0.3,0.7,1.3,0.3,1,0.3,0.7,10.1,0,0
19,175,25,15,7.4,2.7,1.1,3.3,32,0.3,1.4,23.8,0.2,0.5,42.9,0.1,0.7,0.7,0.3,0.3,0.1,0.1,0.3,4.4,0,0
19,176,17,60,21.7,7.6,2.8,6.3,45.2,0.8,2.6,31.4,1.2,1.4,82.4,0.7,1.8,2.5,2.3,0.9,0.9,0.1,1.7,16.1,0,0
19,177,24,1,5.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0
19,178,29,59,8.8,4,1.5,3.1,47.5,0.7,1.8,41,0.3,0.4,83.3,0.2,1.3,1.5,0.6,0.4,0.2,0.1,1,7.1,0,0
19,179,11,73,20.2,9.2,3.2,7.9,40,2.1,6,35.4,0.8,0.9,83.8,0.4,2.1,2.5,0.5,0.8,0.5,0.4,1.7,14.8,0,0
19,180,17,72,32.8,27.7,10,17.3,57.8,0.7,2.8,25.6,6.9,9.5,72.9,2.2,10.3,12.5,5.9,3.7,1.3,1.5,3.2,56.2,54,5
19,181,9,47,13,4.2,1.6,3.7,42,0.4,1.3,29,0.7,0.9,80,0.4,1.1,1.5,0.4,0.4,0.3,0.2,1,7.7,0,0
19,182,16,36,27.5,13.7,5,12,41.3,1.6,4.6,34.8,2.2,2.8,78.2,0.6,2.5,3.1,4.8,2,0.8,0.1,2.3,25.6,4,1
19,183,2,72,25.9,11.5,4.1,8.8,46.6,1.1,3.2,33.3,2.2,2.6,83.4,0.7,3.8,4.5,3.4,1.5,0.9,0.3,1.4,24,2,0
19,184,18,76,13.6,6.4,2.5,5,50.1,0.3,0.7,33.9,1.2,1.4,83,1.1,3,4.1,0.9,0.8,0.6,0.5,1.8,15.5,2,0
19,185,29,38,11,5.6,1.8,4.7,37.6,0.8,2.6,32.3,1.2,1.6,75,0.1,0.5,0.6,0.7,0.9,0.2,0.2,1.2,7.3,0,0
19,186,23,43,11.2,5.3,2.1,4.4,48.7,0,0.1,20,1,1.7,62.5,1.6,2.4,4,0.6,0.7,0.3,0.2,1.5,11.8,0,0
19,187,2,41,6.1,2.3,0.9,1.9,45.5,0.2,0.7,32.1,0.4,0.5,68.2,0.6,0.7,1.3,0.4,0.4,0.2,0.2,0.8,5.1,0,0
19,188,21,51,10.3,3.7,1.5,3.2,45.5,0.1,0.5,16.7,0.7,1.2,61,0.7,1.2,1.9,0.3,0.5,0.4,0.2,1.5,7.9,0,0
19,189,26,77,32.9,16.4,5.6,13.3,42,2.3,5.7,39.5,3,3.6,82.4,0.7,3.9,4.7,1.5,1.3,0.6,0.2,1.6,25.5,4,0
19,190,26,58,14.1,7,3,6,50.3,0,0.1,0,1,1.6,63.7,1.1,2.7,3.8,1.5,1.3,0.5,0.4,2.6,15.3,0,0
19,191,16,72,23.3,12.3,5.4,9.4,57.1,0,0.2,12.5,1.5,3.4,44.9,3.6,7.8,11.3,0.8,1.3,0.6,1.9,2.7,33.3,36,0
19,192,23,5,8,1.8,0.8,2,40,0.2,1,20,0,0.4,0,0,1,1,0.4,0.2,0.2,0,0.2,4,0,0
19,193,20,19,13.6,6,2.1,5,41.1,0.9,2,44.7,1,1.3,76,0.3,3.2,3.5,0.8,0.5,0.4,0.1,1.4,12.4,0,0
19,194,19,60,16.2,6.7,2.5,6.4,39.4,1.1,3.4,32.7,0.6,0.6,89.2,0.2,1.3,1.5,1.6,1,0.4,0.1,1.6,11.3,0,0
19,195,30,34,14.6,4.1,1.4,3.1,45.2,0.1,0.5,18.8,1.2,1.8,68.9,1.4,2.4,3.8,0.7,0.6,0.7,0.5,2.5,12.7,1,0
19,196,12,3,2.1,0,0,1,0,0,0,0,0,0,0,0.3,0.7,1,0.3,0.3,0,0.3,0,2.4,0,0
19,197,11,62,23.9,7.5,2.7,7.2,37.4,1.5,4.4,34.8,0.6,0.7,80,0.4,2.5,3,1.8,0.8,1,0.4,2,17,0,0
19,198,14,22,5.5,0.9,0.2,1.5,15.2,0,0.4,0,0.4,0.7,60,0.4,0.7,1.1,0.7,0.3,0.4,0.2,0.4,4.8,0,0
19,199,1,5,11.3,3,1.2,4.2,28.6,0.6,2.2,27.3,0,0,0,0.8,1.4,2.2,0,0,0.2,0,1.4,6.2,0,0
19,200,22,39,14.3,3.5,1.4,3.5,39.9,0.3,0.9,32.4,0.4,0.7,57.7,0.1,1.8,1.9,2.2,0.8,0.3,0.1,1.7,9.3,0,0
19,201,17,30,20.9,6,2.1,5.5,39,1.1,3.2,35.4,0.6,0.8,79.2,0.2,1.7,1.9,2.8,1.2,0.5,0.1,1.7,13,0,0
19,202,11,28,7.9,1.9,0.7,1.5,48.8,0.1,0.2,33.3,0.4,0.5,78.6,0.8,0.9,1.7,0.5,0.5,0.3,0.4,2,6.3,0,0
19,203,20,3,10.8,4,1.3,2.7,50,0,0,0,1.3,1.7,80,0.7,1.7,2.3,0.7,0.3,0.3,1,1.7,11.5,0,0
19,204,8,12,15.1,8.1,2.8,8.3,34.3,1,3.6,27.9,1.4,2.3,63,0.4,0.7,1.1,1.9,1.5,0.4,0.1,1.4,12.3,0,0
19,205,9,56,22.3,8.9,3.7,8.7,41.9,0.8,2.4,32.6,0.8,1.1,75.8,0.4,2.2,2.6,3.6,1.1,0.5,0.2,1.9,18.5,0,0
19,206,15,49,14.7,5.8,2.4,4.3,54.7,0.1,0.3,20,1,1.4,71,1.4,2.8,4.2,1.1,0.7,0.3,0.3,1.8,13.7,4,0
19,207,13,59,17.6,8.9,3.6,6.4,55.9,0,0,0,1.7,2.1,80.2,1.9,4.2,6.1,1.1,1.2,0.2,0.9,2.3,20,8,0
19,208,7,38,19.8,10.9,4.2,10.1,41.8,1,3.4,29.7,1.4,2.1,70.5,0.3,2.2,2.5,5.6,1.9,0.6,0,1.3,22.2,3,0
19,209,4,2,8.4,3,1.5,4.5,33.3,0,2,0,0,0,0,0,1.5,1.5,1,0,0,0,0,6.3,0,0
19,210,30,76,31.3,18.1,5.9,13.5,44,3.2,8,39.7,3,3.4,89.4,0.3,2.2,2.4,2.7,1.3,0.4,0.2,1.7,25.7,1,0
19,211,10,11,20.2,6.7,2.5,7.2,34.2,1.1,3.5,30.8,0.7,0.9,80,0,1.6,1.6,1.9,1,1,0.3,1.7,14.4,0,0
19,212,29,4,31.8,20,7.3,13.5,53.7,1.3,3.5,35.7,4.3,5.3,81,1.3,6.8,8,1,1,1,0.8,2,35.4,0,0
19,213,19,65,21.1,9.4,3.5,7.3,48.3,1.1,2.7,40.3,1.2,1.6,79.2,1.6,4.7,6.3,0.8,1.3,0.7,0.5,3,20.4,6,0
19,214,5,75,22.3,12,5.3,8.5,62.4,0,0.2,8.3,1.3,2,63.2,2.6,4.9,7.5,0.7,1.4,0.6,2,2.8,28.4,14,0
19,215,25,64,26.9,14.5,5.8,11.7,49.3,1,3,31.3,2,2.9,71.2,1.2,5.3,6.6,2.4,2.4,0.7,0.5,2.3,27.2,8,0
19,216,27,30,6.8,1.3,0.6,1.8,34,0.1,0.5,26.7,0,0,0,0.2,0.6,0.8,0.8,0.4,0.2,0.1,0.9,3.9,0,0
19,217,7,80,27.1,11.9,4,10,39.9,2.2,6.5,33.1,1.8,2.5,72.1,0.8,4.1,4.8,1.7,1.1,0.8,0.4,2.1,22.6,3,0
19,218,6,59,15.8,8.2,3.6,6.1,58.6,0,0.1,20,1,1.5,66.3,1.4,3.3,4.7,0.7,0.9,0.3,0.7,1.6,16.8,6,0
19,219,24,71,18.7,7.6,3,6,50.9,0.8,2.5,32.6,0.7,1,70.4,0.8,2.3,3.1,0.7,0.6,0.4,0.4,1.6,14.3,1,0
19,220,8,77,16.5,5.5,2.4,3.8,64.5,0,0,0,0.6,1.2,53.3,2.3,3,5.3,1.2,0.6,0.4,0.9,1.6,16.9,1,0
19,221,23,73,21.8,9.3,3.6,7.7,46.7,0.9,2.5,34.8,1.2,1.6,72.5,0.3,2,2.3,3.2,1.2,0.5,0.1,1.7,17.3,3,0
19,222,11,16,13.4,5.1,1.6,3.9,41.9,0.6,1.8,35.7,1.2,1.7,70.4,0.7,1.4,2.1,0.4,0.5,0.6,0.1,1.7,9.8,0,0
19,223,16,64,18.9,7.9,2.7,6.8,39.7,1,3.2,33.2,1.5,1.7,84.5,0.1,1.2,1.3,3.6,1.5,0.5,0.2,1.2,15.5,0,0
19,224,11,75,32.6,18.2,6.8,15.6,43.7,2,5.5,36.7,2.5,3,84.8,0.9,3.4,4.2,4.8,2.1,0.9,0.4,2,32.2,4,0
19,225,13,58,21.2,6.7,2.4,5.1,46.9,0.9,2.7,35.3,1,1.4,71.6,1,2.1,3.1,0.7,0.6,0.7,0.4,2.6,14.3,0,0
19,226,3,78,36.8,36.1,10.8,24.5,44.2,4.8,13.2,36.8,9.7,11,87.9,0.8,5.8,6.6,7.5,5,2,0.7,3.1,58.7,34,7
19,227,18,55,21.2,7.8,3,6.9,43.3,0.9,2.7,33.6,0.9,1.3,71.4,0.4,2.8,3.2,2.5,1.3,0.6,0.5,2.1,17.3,0,0
19,228,22,15,6.8,2.4,0.8,2.3,35.3,0.5,1.7,32,0.3,0.3,100,0,0.3,0.3,0.5,0.1,0.1,0,0.7,3.6,0,0
19,229,15,59,20.7,4.9,1.7,4.1,42.3,0.9,2.6,35.1,0.5,0.8,69.6,0.6,2.1,2.6,1.4,0.7,0.6,0.3,2.2,12,0,0
19,230,6,14,7.9,2.2,0.9,2.8,30.8,0.3,1.2,23.5,0.2,0.4,50,0.1,0.4,0.4,0.9,0.7,0.2,0.1,1.1,4.4,0,0
19,231,8,42,7.8,2.7,1,2.5,41.3,0.5,1.4,35.1,0.2,0.3,81.8,0.3,1.5,1.7,0.4,0.3,0.1,0.2,1.2,6,0,0
19,232,3,58,26.1,13.8,5.1,10.2,50.6,0.9,2.4,35.9,2.6,3.4,76.6,1.3,3.4,4.7,1.1,1.7,0.9,1.4,3.8,26.3,2,0
19,233,19,27,16.3,4.2,1.7,3.9,44.3,0.4,1.4,25.6,0.4,0.5,76.9,1,2.7,3.6,0.5,0.4,0.3,0.3,0.7,10.6,1,0
19,234,14,17,4.1,1.4,0.5,1.1,47.4,0,0.1,0,0.4,0.6,60,0.4,0.9,1.4,0.2,0.5,0.4,0.1,0.5,4.1,0,0
19,235,21,80,26.2,10.9,4.2,7.1,59,0.1,0.6,13.3,2.5,3.5,70.9,2.4,6,8.4,1.4,1.3,0.5,1.5,2.3,27.9,24,0
19,236,1,20,9.5,3.3,1.1,3,35.6,0.5,1.3,34.6,0.7,0.8,87.5,0.8,1.8,2.6,0.7,0.7,0.2,0.4,1.5,8.3,0,0
19,237,2,8,8,0.8,0.4,1.8,21.4,0,0.4,0,0,0,0,0.1,1.4,1.5,1.3,0.8,0.4,0,1,4.8,0,0
19,238,17,34,12.6,3.2,1.1,3.2,34.5,0.7,2.2,33.8,0.2,0.3,77.8,0.3,1.4,1.8,1.9,0.8,0.4,0.1,1.3,9,0,0
19,239,2,74,25.9,13,5,10.7,46.5,1.3,3.7,34.4,1.8,2.7,65.8,0.9,3.4,4.2,1.4,1.3,0.9,0.4,2.5,22.9,2,0
19,240,30,4,7.1,2.5,1,2.5,40,0.3,0.8,33.3,0.3,0.5,50,0,1.3,1.3,1,0.3,0.5,0,0.3,6.8,0,0
19,241,18,79,31.1,15.7,5.9,13.1,45,1.5,3.9,37.3,2.5,2.9,85.5,0.9,5.2,6,2.1,1.5,1.1,0.7,2.1,30,8,0
19,242,14,77,27.2,12.3,4.2,8.9,47.5,1.4,4.2,34.7,2.4,2.7,88.8,0.7,3.3,4,1.8,1.3,0.6,0.5,2.1,21.7,2,0
19,243,21,42,30.1,12.1,4.2,9.9,42.3,0.8,2.5,33.3,2.9,3.6,80.4,0.4,2.1,2.5,8.2,2.3,1,0.4,2.1,29.5,11,0
19,244,4,6,23.9,4.5,2,5.5,36.4,0.3,1.7,20,0.2,0.3,50,2.7,5.5,8.2,2.2,0.8,1.2,0.8,1.7,22.7,1,0
19,245,28,80,32.7,13.6,5.1,10.3,49.7,1.4,3.7,39.2,2,2.8,71,1.2,4,5.2,1,0.8,0.8,1.3,2.7,26.6,4,0
19,246,22,79,28.5,15.3,5.5,12.4,44,1.5,4.2,34.8,2.9,3.3,88.8,0.8,4.7,5.5,2.2,1,1.1,0.4,1.8,28.7,7,0
19,247,13,74,19.4,9.6,3.2,7.3,44,0.7,2.5,29.4,2.4,2.8,83.8,0.3,2.1,2.4,3.1,1.7,0.6,0.2,1.9,17.9,1,0
19,248,18,60,15.6,4.2,1.5,3.7,41.8,0.7,1.8,36.4,0.4,0.7,65,0.3,1.3,1.6,2.6,0.9,0.7,0.1,1.3,11.7,0,0
19,249,15,33,9.7,3.4,1.3,3.3,40,0.5,1.7,31.6,0.2,0.3,66.7,0.1,1.2,1.2,0.6,0.4,0.3,0.1,1.4,6.6,0,0
19,250,24,34,19.3,6.1,2.4,6.8,35.7,0.9,2.9,29.6,0.5,0.8,57.1,0.3,1.5,1.8,3.5,0.9,0.5,0.1,1.6,14.4,2,0
19,251,23,39,14.8,4.4,1.4,4.7,30.3,0.9,2.6,33.3,0.7,0.8,81.3,0.4,1.3,1.7,1.8,0.8,0.7,0.3,1.4,11.1,0,0
19,252,23,6,10.8,3.7,1.3,4.8,27.6,0,2.2,0,1,1,100,0.2,1,1.2,1.3,0.8,0.5,0,0.8,7.7,0,0
19,253,15,65,33.6,18.7,6.4,13.9,46.2,1,3,34.7,4.8,5.6,85.5,1.9,3.4,5.3,4,1.5,1.9,0.6,1.7,37.1,3,0
19,254,28,42,16.5,7.1,2.6,5.1,51.6,0,0,0,1.9,2.6,71.6,1.4,4.3,5.7,2.1,1.2,0.5,0.7,2.3,19.5,4,0
19,255,4,8,13,6.4,2.6,4.9,53.8,1,2.3,44.4,0.1,0.1,100,0.1,1.4,1.5,1,0.3,0.1,0.1,0.6,10.2,0,0
19,256,3,1,7.8,2,1,3,33.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5,0,0
19,257,29,76,30.2,13.7,4.9,9.8,50,2.4,5.1,47.4,1.4,1.8,82.7,0.7,3.1,3.8,2.4,1.6,0.5,0.2,2.4,22.4,0,0
19,258,23,82,31.3,12.1,4.4,9.8,44.8,2.3,5.9,39.1,1.1,1.5,70.7,0.4,3.6,4,5.7,2.4,1.2,0.2,2.2,27.5,7,0
19,259,1,64,33.7,27.5,9.1,18.7,48.4,1.2,4.1,30,8.2,10.1,80.4,2.5,11.1,13.6,3.7,3.5,0.7,1.9,3.3,53.7,58,2
19,260,6,61,30,19.5,7.6,13.6,56,0.9,2.6,34.8,3.3,4.4,76.3,3.6,6.2,9.8,2,2,0.4,0.6,3.3,35.2,32,0
19,261,6,14,13.5,5.6,2.2,4.8,46.3,0.8,2.2,35.5,0.4,0.7,60,1.1,3.9,5.1,1,0.9,0.5,0.8,1.1,16.2,0,0
19,262,20,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,263,30,26,12.8,4.7,1.6,4,40,0.8,2.2,37.9,0.6,0.7,83.3,0.2,1.2,1.4,0.8,0.3,0,0.1,0.4,7.5,0,0
19,264,13,32,34.5,20.7,7.7,17.3,44.4,1.6,5.3,30.2,3.8,5.5,69.7,0.5,3.2,3.6,8.7,3.8,1.5,0.9,2.2,41.7,10,0
19,265,14,22,7.1,4.6,1.8,3.3,53.4,0,0.1,0,1.1,1.8,60,0.8,1.5,2.3,0.5,0.7,0.2,0.1,1.2,8.5,0,0
